Problem,run,Algo,Optimal
eil51,15,QLSA softmax,455.0
kroB100,12,QLSA softmax,24903.0
fri26,10,QLSA epsilon_greedy,992.0
eil76,11,QLSA epsilon_greedy,696.0
ulysses16,12,SA,7562.0
swiss42,13,SA,1488.0
gr24,14,SA,1355.0
eil76,13,QLSA softmax,616.0
fri26,11,QLSA epsilon_greedy,990.0
ulysses16,13,SA,7511.0
eil51,16,QLSA softmax,484.0
bayg29,18,QLSA softmax,1695.0
hk48,17,QLSA epsilon_greedy,13185.0
ulysses22,12,SA,7013.0
kroA100,12,QLSA epsilon_greedy,22680.0
fri26,13,QLSA softmax,1067.0
eil76,14,QLSA softmax,637.0
eil76,15,SA,600.0
hk48,13,SA,11867.0
gr17,13,QLSA softmax,2210.0
ulysses22,13,SA,7013.0
bays29,18,QLSA softmax,2026.0
bayg29,12,QLSA epsilon_greedy,1697.0
fri26,14,QLSA softmax,937.0
gr21,13,QLSA softmax,3087.0
fri26,15,SA,937.0
gr17,15,SA,2085.0
gr48,14,SA,5498.0
gr17,14,QLSA softmax,2090.0
bayg29,13,QLSA epsilon_greedy,1827.0
bays29,12,QLSA epsilon_greedy,2341.0
eil51,17,QLSA softmax,448.0
gr24,13,QLSA softmax,1476.0
gr21,15,SA,2897.0
gr21,14,QLSA softmax,3008.0
hk48,18,QLSA softmax,11949.0
bays29,13,QLSA epsilon_greedy,2028.0
eil76,16,SA,586.0
kroA100,13,QLSA epsilon_greedy,24112.0
gr24,15,SA,1289.0
pr107,14,SA,50028.0
gr24,14,QLSA softmax,1272.0
kroA100,14,QLSA softmax,24466.0
fri26,16,SA,940.0
gr17,16,SA,2210.0
eil76,17,SA,605.0
gr21,16,SA,3443.0
hk48,14,SA,12128.0
kroC100,11,QLSA softmax,23278.0
fri26,17,SA,987.0
gr48,13,QLSA softmax,5466.0
swiss42,14,SA,1426.0
kroA100,15,QLSA softmax,22252.0
berlin52,18,QLSA softmax,7841.0
gr17,17,SA,2090.0
gr24,16,SA,1272.0
kroA100,12,SA,21853.0
kroC100,9,SA,21895.0
burma14,18,QLSA softmax,3371.0
gr48,15,SA,5380.0
ulysses16,14,SA,7562.0
gr21,17,SA,2782.0
pr107,15,SA,45532.0
gr48,14,QLSA softmax,5308.0
kroA100,16,QLSA softmax,23866.0
berlin52,12,QLSA epsilon_greedy,7908.0
gr24,17,SA,1449.0
gr17,18,QLSA epsilon_greedy,2120.0
ulysses22,14,SA,7304.0
kroC100,10,SA,22414.0
burma14,12,QLSA epsilon_greedy,3548.0
dantzig42,18,SA,797.0
pr107,9,QLSA softmax,49028.0
berlin52,13,QLSA epsilon_greedy,7965.0
gr21,18,QLSA epsilon_greedy,2707.0
eil76,15,QLSA softmax,605.0
pr107,16,SA,50041.0
swiss42,15,SA,1386.0
dantzig42,18,QLSA softmax,786.0
pr107,10,QLSA softmax,46917.0
burma14,13,QLSA epsilon_greedy,3323.0
bayg29,14,QLSA epsilon_greedy,1851.0
gr24,18,QLSA epsilon_greedy,1352.0
gr48,16,SA,5095.0
bayg29,19,QLSA softmax,1862.0
fri26,15,QLSA softmax,1027.0
ulysses16,15,SA,6878.0
eil76,16,QLSA softmax,618.0
kroB100,11,SA,23980.0
gr17,15,QLSA softmax,2085.0
hk48,15,SA,12490.0
kroC100,11,QLSA epsilon_greedy,23068.0
swiss42,9,QLSA softmax,1389.0
bays29,14,QLSA epsilon_greedy,2055.0
dantzig42,12,QLSA epsilon_greedy,841.0
kroC100,10,QLSA epsilon_greedy,23644.0
bays29,19,QLSA softmax,2137.0
kroA100,14,QLSA epsilon_greedy,23734.0
fri26,16,QLSA softmax,986.0
gr21,15,QLSA softmax,2707.0
gr48,17,SA,5260.0
kroA100,17,QLSA softmax,21878.0
ulysses22,15,SA,7019.0
swiss42,16,SA,1382.0
ulysses16,9,QLSA softmax,7496.0
swiss42,10,QLSA softmax,1369.0
gr17,16,QLSA softmax,2129.0
dantzig42,13,QLSA epsilon_greedy,744.0
gr24,15,QLSA softmax,1328.0
ulysses16,16,SA,7229.0
gr21,16,QLSA softmax,2935.0
ulysses16,10,QLSA softmax,6963.0
bayg29,15,QLSA epsilon_greedy,1684.0
ulysses22,9,QLSA softmax,7468.0
pr107,17,SA,44765.0
eil76,17,QLSA softmax,636.0
gr48,18,QLSA epsilon_greedy,5462.0
eil51,18,SA,465.0
kroA100,15,QLSA epsilon_greedy,23536.0
gr24,16,QLSA softmax,1375.0
hk48,16,SA,12045.0
ulysses22,16,SA,7665.0
pr107,9,QLSA epsilon_greedy,46561.0
ulysses22,10,QLSA softmax,7092.0
bays29,15,QLSA epsilon_greedy,2170.0
fri26,17,QLSA softmax,971.0
eil51,18,QLSA softmax,514.0
bayg29,9,SA,1691.0
gr17,17,QLSA softmax,2142.0
kroB100,13,QLSA softmax,24560.0
bayg29,16,QLSA epsilon_greedy,1703.0
swiss42,17,SA,1367.0
hk48,17,SA,13082.0
kroA100,16,QLSA epsilon_greedy,22075.0
bayg29,10,SA,1710.0
bays29,9,SA,2080.0
gr48,15,QLSA softmax,5074.0
gr21,17,QLSA softmax,2788.0
eil51,12,QLSA epsilon_greedy,478.0
ulysses16,17,SA,6875.0
berlin52,14,QLSA epsilon_greedy,7805.0
berlin52,19,QLSA softmax,8245.0
bays29,16,QLSA epsilon_greedy,2248.0
swiss42,9,QLSA epsilon_greedy,1316.0
bays29,10,SA,2127.0
gr24,17,QLSA softmax,1320.0
burma14,14,QLSA epsilon_greedy,3452.0
hk48,18,QLSA epsilon_greedy,12011.0
burma14,19,QLSA softmax,3323.0
gr48,16,QLSA softmax,5546.0
ulysses16,9,QLSA epsilon_greedy,6972.0
ulysses22,17,SA,7188.0
eil51,13,QLSA epsilon_greedy,498.0
kroC100,12,QLSA softmax,24559.0
ulysses22,9,QLSA epsilon_greedy,7013.0
bayg29,17,QLSA epsilon_greedy,1704.0
dantzig42,14,QLSA epsilon_greedy,779.0
kroA100,17,QLSA epsilon_greedy,23560.0
berlin52,15,QLSA epsilon_greedy,8056.0
dantzig42,19,SA,734.0
dantzig42,19,QLSA softmax,748.0
hk48,19,QLSA softmax,11872.0
kroB100,12,QLSA epsilon_greedy,23297.0
bays29,17,QLSA epsilon_greedy,2243.0
kroA100,13,SA,23749.0
burma14,15,QLSA epsilon_greedy,3323.0
gr48,17,QLSA softmax,5188.0
berlin52,9,SA,8073.0
gr17,19,QLSA epsilon_greedy,2123.0
burma14,9,SA,3642.0
berlin52,16,QLSA epsilon_greedy,8356.0
gr21,19,QLSA epsilon_greedy,3063.0
berlin52,10,SA,9036.0
kroB100,13,QLSA epsilon_greedy,24333.0
burma14,16,QLSA epsilon_greedy,3386.0
burma14,10,SA,3417.0
gr24,19,QLSA epsilon_greedy,1310.0
bayg29,20,QLSA softmax,1695.0
dantzig42,15,QLSA epsilon_greedy,826.0
kroA100,18,QLSA softmax,23013.0
kroB100,14,QLSA softmax,23827.0
eil76,18,SA,583.0
bays29,20,QLSA softmax,2164.0
kroA100,14,SA,22737.0
eil51,14,QLSA epsilon_greedy,453.0
eil51,19,SA,444.0
eil51,19,QLSA softmax,468.0
dantzig42,16,QLSA epsilon_greedy,825.0
fri26,18,SA,1006.0
kroB100,12,SA,24891.0
eil76,18,QLSA softmax,648.0
kroB100,15,QLSA softmax,23669.0
gr17,18,SA,2203.0
berlin52,17,QLSA epsilon_greedy,8173.0
gr21,18,SA,3246.0
gr48,19,QLSA epsilon_greedy,5736.0
burma14,17,QLSA epsilon_greedy,3336.0
fri26,18,QLSA softmax,968.0
eil76,12,QLSA epsilon_greedy,608.0
hk48,20,QLSA softmax,11883.0
kroB100,16,QLSA softmax,22634.0
gr17,18,QLSA softmax,2085.0
gr24,18,SA,1525.0
fri26,12,QLSA epsilon_greedy,993.0
gr21,18,QLSA softmax,2851.0
eil51,15,QLSA epsilon_greedy,459.0
eil76,13,QLSA epsilon_greedy,691.0
dantzig42,17,QLSA epsilon_greedy,736.0
gr24,18,QLSA softmax,1451.0
kroC100,11,SA,23278.0
berlin52,20,QLSA softmax,8652.0
fri26,13,QLSA epsilon_greedy,967.0
pr107,11,QLSA softmax,46828.0
eil51,16,QLSA epsilon_greedy,517.0
dantzig42,20,SA,809.0
kroA100,15,SA,23123.0
pr107,18,SA,49646.0
hk48,19,QLSA epsilon_greedy,11788.0
gr17,20,QLSA epsilon_greedy,2182.0
kroB100,14,QLSA epsilon_greedy,25126.0
gr48,18,SA,5498.0
burma14,20,QLSA softmax,3346.0
kroB100,17,QLSA softmax,22840.0
gr21,20,QLSA epsilon_greedy,3195.0
gr24,20,QLSA epsilon_greedy,1427.0
swiss42,11,QLSA softmax,1410.0
gr48,18,QLSA softmax,5284.0
swiss42,18,SA,1342.0
kroA100,16,SA,22789.0
kroB100,15,QLSA epsilon_greedy,23875.0
ulysses16,11,QLSA softmax,6935.0
dantzig42,20,QLSA softmax,778.0
ulysses16,18,SA,7506.0
bayg29,21,QLSA softmax,1626.0
eil51,17,QLSA epsilon_greedy,486.0
kroC100,13,QLSA softmax,23930.0
hk48,18,SA,12863.0
ulysses22,11,QLSA softmax,7719.0
kroB100,16,QLSA epsilon_greedy,23703.0
ulysses22,18,SA,7167.0
pr107,11,QLSA epsilon_greedy,45602.0
bays29,21,QLSA softmax,2082.0
eil76,19,SA,652.0
eil51,20,SA,462.0
pr107,10,QLSA epsilon_greedy,47771.0
eil76,14,QLSA epsilon_greedy,668.0
kroA100,17,SA,23154.0
gr48,20,QLSA epsilon_greedy,5612.0
eil76,19,QLSA softmax,621.0
bayg29,11,SA,1762.0
fri26,19,SA,1046.0
bayg29,18,QLSA epsilon_greedy,1728.0
fri26,14,QLSA epsilon_greedy,955.0
gr17,19,SA,2224.0
kroA100,18,QLSA epsilon_greedy,23279.0
fri26,19,QLSA softmax,986.0
swiss42,11,QLSA epsilon_greedy,1411.0
bays29,11,SA,2133.0
bays29,18,QLSA epsilon_greedy,2295.0
gr21,19,SA,3009.0
gr17,19,QLSA softmax,2085.0
swiss42,10,QLSA epsilon_greedy,1505.0
ulysses16,11,QLSA epsilon_greedy,7013.0
gr21,19,QLSA softmax,2801.0
gr24,19,SA,1499.0
eil51,20,QLSA softmax,433.0
ulysses16,10,QLSA epsilon_greedy,7026.0
kroB100,17,QLSA epsilon_greedy,23149.0
eil76,15,QLSA epsilon_greedy,592.0
kroB100,13,SA,23290.0
gr24,19,QLSA softmax,1375.0
ulysses22,11,QLSA epsilon_greedy,7494.0
hk48,20,QLSA epsilon_greedy,12777.0
kroA100,19,QLSA softmax,22547.0
fri26,15,QLSA epsilon_greedy,978.0
ulysses22,10,QLSA epsilon_greedy,7013.0
gr17,21,QLSA epsilon_greedy,2103.0
berlin52,21,QLSA softmax,7871.0
kroC100,12,QLSA epsilon_greedy,21635.0
hk48,21,QLSA softmax,13215.0
eil76,16,QLSA epsilon_greedy,600.0
gr21,21,QLSA epsilon_greedy,2801.0
burma14,21,QLSA softmax,3323.0
gr48,19,SA,5448.0
kroC100,13,QLSA epsilon_greedy,22190.0
pr107,12,QLSA softmax,52244.0
fri26,16,QLSA epsilon_greedy,989.0
dantzig42,21,SA,847.0
gr24,21,QLSA epsilon_greedy,1424.0
kroB100,18,QLSA softmax,23644.0
berlin52,11,SA,8080.0
berlin52,18,QLSA epsilon_greedy,8129.0
pr107,19,SA,47572.0
burma14,11,SA,3484.0
gr48,19,QLSA softmax,5138.0
burma14,18,QLSA epsilon_greedy,3346.0
bayg29,22,QLSA softmax,1676.0
kroC100,14,QLSA softmax,21840.0
kroB100,14,SA,25633.0
dantzig42,21,QLSA softmax,780.0
kroC100,12,SA,21140.0
swiss42,12,QLSA softmax,1410.0
bays29,22,QLSA softmax,2199.0
kroC100,15,QLSA softmax,23071.0
eil76,17,QLSA epsilon_greedy,587.0
swiss42,19,SA,1410.0
ulysses16,12,QLSA softmax,6994.0
hk48,19,SA,13227.0
dantzig42,22,SA,837.0
gr48,21,QLSA epsilon_greedy,5199.0
ulysses16,19,SA,6935.0
dantzig42,18,QLSA epsilon_greedy,810.0
eil76,20,SA,666.0
fri26,17,QLSA epsilon_greedy,1045.0
kroC100,16,QLSA softmax,21890.0
kroA100,20,QLSA softmax,25208.0
ulysses22,12,QLSA softmax,7405.0
gr17,22,QLSA epsilon_greedy,2200.0
eil51,21,SA,521.0
hk48,22,QLSA softmax,12177.0
fri26,20,SA,975.0
ulysses22,19,SA,7269.0
gr21,22,QLSA epsilon_greedy,3090.0
gr17,20,SA,2090.0
bayg29,12,SA,1828.0
gr24,22,QLSA epsilon_greedy,1289.0
gr21,20,SA,3058.0
bayg29,19,QLSA epsilon_greedy,1763.0
bays29,12,SA,2145.0
eil51,21,QLSA softmax,461.0
gr24,20,SA,1286.0
eil76,20,QLSA softmax,720.0
hk48,21,QLSA epsilon_greedy,13192.0
bays29,19,QLSA epsilon_greedy,2312.0
kroC100,14,QLSA epsilon_greedy,22097.0
kroA100,19,QLSA epsilon_greedy,22400.0
kroB100,15,SA,23203.0
berlin52,22,QLSA softmax,7900.0
fri26,20,QLSA softmax,953.0
eil51,22,SA,469.0
kroC100,17,QLSA softmax,24192.0
burma14,22,QLSA softmax,3584.0
eil51,18,QLSA epsilon_greedy,508.0
gr17,20,QLSA softmax,2090.0
gr21,20,QLSA softmax,2707.0
gr48,22,QLSA epsilon_greedy,5276.0
kroC100,15,QLSA epsilon_greedy,22747.0
gr48,20,SA,5156.0
gr24,20,QLSA softmax,1356.0
kroB100,16,SA,22977.0
pr107,20,SA,50225.0
dantzig42,22,QLSA softmax,723.0
berlin52,12,SA,7870.0
kroA100,18,SA,23127.0
kroB100,17,SA,24036.0
kroC100,16,QLSA epsilon_greedy,21682.0
burma14,12,SA,3323.0
berlin52,19,QLSA epsilon_greedy,7845.0
swiss42,20,SA,1416.0
hk48,22,QLSA epsilon_greedy,12117.0
burma14,19,QLSA epsilon_greedy,3455.0
kroB100,18,QLSA epsilon_greedy,24925.0
ulysses16,20,SA,6930.0
bayg29,23,QLSA softmax,1747.0
gr48,20,QLSA softmax,5370.0
hk48,20,SA,12739.0
eil76,21,SA,687.0
bays29,23,QLSA softmax,2113.0
ulysses22,20,SA,7660.0
kroC100,17,QLSA epsilon_greedy,21421.0
kroC100,13,SA,21535.0
pr107,13,QLSA softmax,49857.0
kroA100,20,QLSA epsilon_greedy,22278.0
fri26,21,SA,1056.0
dantzig42,19,QLSA epsilon_greedy,840.0
eil51,22,QLSA softmax,457.0
kroB100,19,QLSA softmax,24107.0
gr17,21,SA,2142.0
bayg29,20,QLSA epsilon_greedy,1625.0
gr21,21,SA,2923.0
eil76,21,QLSA softmax,609.0
bays29,20,QLSA epsilon_greedy,2111.0
hk48,23,QLSA softmax,11651.0
gr24,21,SA,1396.0
swiss42,13,QLSA softmax,1417.0
dantzig42,23,SA,788.0
kroA100,21,QLSA softmax,24326.0
fri26,21,QLSA softmax,983.0
eil76,22,SA,619.0
ulysses16,13,QLSA softmax,6976.0
gr17,21,QLSA softmax,2131.0
eil76,18,QLSA epsilon_greedy,639.0
kroC100,18,QLSA softmax,22299.0
fri26,22,SA,1093.0
gr21,21,QLSA softmax,3020.0
berlin52,23,QLSA softmax,8658.0
fri26,18,QLSA epsilon_greedy,1095.0
ulysses22,13,QLSA softmax,7563.0
gr17,22,SA,2149.0
kroC100,14,SA,23152.0
eil51,19,QLSA epsilon_greedy,469.0
burma14,23,QLSA softmax,3346.0
gr24,21,QLSA softmax,1348.0
gr17,23,QLSA epsilon_greedy,2198.0
gr48,21,SA,5102.0
gr21,22,SA,3353.0
pr107,12,QLSA epsilon_greedy,47453.0
bayg29,13,SA,1745.0
gr21,23,QLSA epsilon_greedy,2707.0
kroA100,19,SA,23480.0
gr24,22,SA,1328.0
bays29,13,SA,2197.0
eil51,23,SA,484.0
gr24,23,QLSA epsilon_greedy,1311.0
pr107,13,QLSA epsilon_greedy,47259.0
kroB100,20,QLSA softmax,24245.0
berlin52,20,QLSA epsilon_greedy,8638.0
dantzig42,23,QLSA softmax,753.0
swiss42,12,QLSA epsilon_greedy,1493.0
kroA100,22,QLSA softmax,21822.0
burma14,20,QLSA epsilon_greedy,3323.0
pr107,21,SA,49285.0
ulysses16,12,QLSA epsilon_greedy,6980.0
gr48,21,QLSA softmax,5600.0
pr107,22,SA,49451.0
hk48,21,SA,12794.0
swiss42,13,QLSA epsilon_greedy,1388.0
pr107,14,QLSA softmax,48719.0
gr48,22,SA,5592.0
kroA100,21,QLSA epsilon_greedy,23337.0
ulysses22,12,QLSA epsilon_greedy,7387.0
bayg29,24,QLSA softmax,1875.0
ulysses16,13,QLSA epsilon_greedy,6870.0
kroC100,15,SA,22626.0
gr48,23,QLSA epsilon_greedy,5768.0
dantzig42,20,QLSA epsilon_greedy,764.0
pr107,15,QLSA softmax,46923.0
swiss42,21,SA,1471.0
swiss42,22,SA,1455.0
kroB100,19,QLSA epsilon_greedy,24782.0
eil76,22,QLSA softmax,603.0
bays29,24,QLSA softmax,2020.0
ulysses16,21,SA,7171.0
ulysses16,22,SA,7026.0
ulysses22,13,QLSA epsilon_greedy,7029.0
swiss42,14,QLSA softmax,1297.0
berlin52,13,SA,8064.0
fri26,22,QLSA softmax,1014.0
pr107,16,QLSA softmax,48220.0
eil51,23,QLSA softmax,476.0
ulysses16,14,QLSA softmax,7019.0
dantzig42,24,SA,798.0
burma14,13,SA,3551.0
swiss42,15,QLSA softmax,1362.0
ulysses22,21,SA,7375.0
ulysses22,22,SA,7173.0
gr17,22,QLSA softmax,2090.0
gr17,24,QLSA epsilon_greedy,2153.0
gr21,22,QLSA softmax,2801.0
ulysses16,15,QLSA softmax,6859.0
hk48,22,SA,11873.0
ulysses22,14,QLSA softmax,7367.0
hk48,24,QLSA softmax,12381.0
gr21,24,QLSA epsilon_greedy,2968.0
bayg29,22,QLSA epsilon_greedy,1658.0
bayg29,21,QLSA epsilon_greedy,1781.0
hk48,23,QLSA epsilon_greedy,13346.0
kroC100,17,SA,25598.0
kroC100,16,SA,23688.0
gr24,22,QLSA softmax,1304.0
swiss42,16,QLSA softmax,1340.0
gr24,24,QLSA epsilon_greedy,1346.0
kroB100,18,SA,23433.0
ulysses22,15,QLSA softmax,7255.0
pr107,14,QLSA epsilon_greedy,45635.0
bayg29,14,SA,1752.0
bays29,21,QLSA epsilon_greedy,2034.0
bays29,22,QLSA epsilon_greedy,2166.0
eil51,20,QLSA epsilon_greedy,468.0
ulysses16,16,QLSA softmax,6950.0
eil76,19,QLSA epsilon_greedy,580.0
pr107,17,QLSA softmax,44685.0
bayg29,25,QLSA softmax,1631.0
berlin52,24,QLSA softmax,8097.0
bayg29,15,SA,1647.0
bays29,14,SA,2119.0
kroA100,22,QLSA epsilon_greedy,24044.0
kroC100,18,QLSA epsilon_greedy,23164.0
fri26,19,QLSA epsilon_greedy,1038.0
pr107,15,QLSA epsilon_greedy,47284.0
burma14,24,QLSA softmax,3390.0
ulysses22,16,QLSA softmax,7494.0
eil76,23,SA,627.0
kroA100,20,SA,23209.0
bays29,25,QLSA softmax,2064.0
bays29,15,SA,2240.0
eil51,24,SA,469.0
swiss42,14,QLSA epsilon_greedy,1437.0
swiss42,17,QLSA softmax,1396.0
fri26,23,SA,1066.0
kroB100,20,QLSA epsilon_greedy,23576.0
gr48,22,QLSA softmax,5311.0
ulysses16,14,QLSA epsilon_greedy,7062.0
hk48,25,QLSA softmax,12408.0
bayg29,16,SA,1637.0
gr48,24,QLSA epsilon_greedy,5561.0
gr17,23,SA,2168.0
ulysses16,17,QLSA softmax,6939.0
dantzig42,25,SA,830.0
swiss42,15,QLSA epsilon_greedy,1498.0
gr21,23,SA,2933.0
bays29,16,SA,2089.0
dantzig42,24,QLSA softmax,819.0
ulysses22,14,QLSA epsilon_greedy,7227.0
kroC100,19,QLSA softmax,22725.0
pr107,16,QLSA epsilon_greedy,44810.0
ulysses16,15,QLSA epsilon_greedy,6895.0
gr24,23,SA,1304.0
gr17,25,QLSA epsilon_greedy,2090.0
ulysses22,17,QLSA softmax,7326.0
berlin52,21,QLSA epsilon_greedy,8208.0
berlin52,22,QLSA epsilon_greedy,7902.0
gr21,25,QLSA epsilon_greedy,2707.0
kroB100,21,QLSA softmax,23557.0
burma14,21,QLSA epsilon_greedy,3323.0
kroA100,23,QLSA softmax,24980.0
berlin52,14,SA,7919.0
burma14,22,QLSA epsilon_greedy,3550.0
ulysses22,15,QLSA epsilon_greedy,7013.0
bayg29,17,SA,1777.0
gr24,25,QLSA epsilon_greedy,1424.0
swiss42,16,QLSA epsilon_greedy,1424.0
burma14,14,SA,3725.0
berlin52,25,QLSA softmax,8024.0
hk48,24,QLSA epsilon_greedy,11963.0
berlin52,15,SA,8205.0
bays29,17,SA,2074.0
bayg29,26,QLSA softmax,1643.0
ulysses16,16,QLSA epsilon_greedy,7013.0
eil76,23,QLSA softmax,587.0
burma14,25,QLSA softmax,3336.0
pr107,17,QLSA epsilon_greedy,47828.0
burma14,15,SA,3655.0
gr48,23,SA,5262.0
dantzig42,21,QLSA epsilon_greedy,760.0
dantzig42,22,QLSA epsilon_greedy,800.0
eil51,25,SA,453.0
fri26,23,QLSA softmax,1055.0
bays29,26,QLSA softmax,2034.0
ulysses22,16,QLSA epsilon_greedy,7253.0
berlin52,16,SA,7946.0
eil51,24,QLSA softmax,487.0
gr17,23,QLSA softmax,2085.0
kroB100,19,SA,23498.0
burma14,16,SA,3484.0
swiss42,17,QLSA epsilon_greedy,1377.0
gr48,25,QLSA epsilon_greedy,5296.0
gr21,23,QLSA softmax,2707.0
gr17,26,QLSA epsilon_greedy,2277.0
dantzig42,25,QLSA softmax,727.0
dantzig42,26,SA,793.0
hk48,26,QLSA softmax,11767.0
kroC100,20,QLSA softmax,21074.0
ulysses16,17,QLSA epsilon_greedy,6859.0
eil76,20,QLSA epsilon_greedy,578.0
gr24,23,QLSA softmax,1347.0
gr21,26,QLSA epsilon_greedy,3255.0
kroB100,22,QLSA softmax,22970.0
hk48,23,SA,13392.0
fri26,20,QLSA epsilon_greedy,1048.0
gr24,26,QLSA epsilon_greedy,1424.0
ulysses22,17,QLSA epsilon_greedy,7271.0
eil76,24,SA,602.0
berlin52,17,SA,8416.0
kroA100,21,SA,23567.0
pr107,18,QLSA softmax,46918.0
kroB100,21,QLSA epsilon_greedy,23182.0
bayg29,27,QLSA softmax,1765.0
burma14,17,SA,3359.0
eil51,21,QLSA epsilon_greedy,488.0
fri26,24,SA,1045.0
eil51,22,QLSA epsilon_greedy,467.0
hk48,25,QLSA epsilon_greedy,11725.0
kroC100,19,QLSA epsilon_greedy,23004.0
gr17,24,SA,2252.0
pr107,23,SA,46651.0
berlin52,26,QLSA softmax,8074.0
bays29,27,QLSA softmax,2170.0
gr48,23,QLSA softmax,5457.0
gr21,24,SA,3022.0
burma14,26,QLSA softmax,3323.0
eil51,26,SA,461.0
swiss42,18,QLSA softmax,1399.0
eil51,25,QLSA softmax,458.0
gr48,26,QLSA epsilon_greedy,5177.0
gr24,24,SA,1414.0
dantzig42,27,SA,730.0
hk48,27,QLSA softmax,12086.0
swiss42,23,SA,1375.0
ulysses16,18,QLSA softmax,7082.0
ulysses16,23,SA,6890.0
dantzig42,26,QLSA softmax,860.0
kroA100,22,SA,24034.0
ulysses22,18,QLSA softmax,7446.0
kroA100,23,QLSA epsilon_greedy,22305.0
kroC100,18,SA,22137.0
ulysses22,23,SA,7232.0
kroA100,24,QLSA softmax,22729.0
gr17,27,QLSA epsilon_greedy,2090.0
gr48,24,SA,5325.0
bayg29,18,SA,1772.0
eil76,25,SA,617.0
gr21,27,QLSA epsilon_greedy,2782.0
hk48,26,QLSA epsilon_greedy,12130.0
pr107,24,SA,49640.0
bayg29,23,QLSA epsilon_greedy,1675.0
kroB100,22,QLSA epsilon_greedy,23575.0
berlin52,27,QLSA softmax,7813.0
eil76,24,QLSA softmax,592.0
fri26,25,SA,1072.0
gr24,27,QLSA epsilon_greedy,1311.0
bays29,18,SA,2033.0
burma14,27,QLSA softmax,3578.0
eil51,27,SA,498.0
gr17,25,SA,2090.0
kroB100,20,SA,23328.0
bays29,23,QLSA epsilon_greedy,2218.0
fri26,24,QLSA softmax,1016.0
gr21,25,SA,2758.0
kroC100,20,QLSA epsilon_greedy,21855.0
swiss42,24,SA,1423.0
gr17,24,QLSA softmax,2090.0
hk48,24,SA,13001.0
gr24,25,SA,1313.0
gr21,24,QLSA softmax,2707.0
ulysses16,24,SA,7298.0
eil51,26,QLSA softmax,455.0
dantzig42,27,QLSA softmax,782.0
gr24,24,QLSA softmax,1279.0
gr48,27,QLSA epsilon_greedy,5350.0
ulysses22,24,SA,7223.0
eil76,22,QLSA epsilon_greedy,578.0
eil76,21,QLSA epsilon_greedy,571.0
kroB100,23,QLSA softmax,23525.0
kroA100,25,QLSA softmax,21990.0
kroC100,21,QLSA softmax,24185.0
fri26,22,QLSA epsilon_greedy,976.0
bayg29,24,QLSA epsilon_greedy,1622.0
fri26,21,QLSA epsilon_greedy,989.0
berlin52,18,SA,8347.0
gr48,25,SA,5484.0
eil76,26,SA,568.0
pr107,18,QLSA epsilon_greedy,47031.0
burma14,18,SA,3346.0
berlin52,23,QLSA epsilon_greedy,8232.0
pr107,25,SA,46022.0
kroA100,24,QLSA epsilon_greedy,22176.0
eil76,25,QLSA softmax,604.0
bays29,24,QLSA epsilon_greedy,2191.0
fri26,26,SA,983.0
burma14,23,QLSA epsilon_greedy,3460.0
bayg29,28,QLSA softmax,1729.0
gr48,24,QLSA softmax,5425.0
gr17,26,SA,2277.0
fri26,25,QLSA softmax,1028.0
hk48,27,QLSA epsilon_greedy,13097.0
kroC100,19,SA,21558.0
bays29,28,QLSA softmax,2309.0
swiss42,18,QLSA epsilon_greedy,1349.0
gr21,26,SA,2912.0
gr17,25,QLSA softmax,2090.0
gr17,28,QLSA epsilon_greedy,2185.0
eil51,27,QLSA softmax,509.0
swiss42,25,SA,1428.0
pr107,19,QLSA softmax,50269.0
dantzig42,28,SA,721.0
ulysses16,18,QLSA epsilon_greedy,7117.0
gr24,26,SA,1485.0
gr21,25,QLSA softmax,2707.0
hk48,25,SA,12544.0
gr21,28,QLSA epsilon_greedy,3039.0
hk48,28,QLSA softmax,12010.0
ulysses16,25,SA,7515.0
dantzig42,23,QLSA epsilon_greedy,748.0
gr24,25,QLSA softmax,1290.0
gr24,28,QLSA epsilon_greedy,1336.0
ulysses22,18,QLSA epsilon_greedy,7173.0
kroA100,26,QLSA softmax,24075.0
kroC100,22,QLSA softmax,21285.0
swiss42,19,QLSA softmax,1429.0
ulysses22,25,SA,7248.0
eil76,27,SA,626.0
kroA100,23,SA,24088.0
ulysses16,19,QLSA softmax,6972.0
bayg29,29,QLSA softmax,1728.0
berlin52,24,QLSA epsilon_greedy,7948.0
kroB100,21,SA,23779.0
bayg29,25,QLSA epsilon_greedy,1696.0
gr48,26,SA,5580.0
kroC100,21,QLSA epsilon_greedy,21663.0
fri26,27,SA,1079.0
burma14,24,QLSA epsilon_greedy,3386.0
kroA100,25,QLSA epsilon_greedy,21650.0
pr107,26,SA,48348.0
gr17,27,SA,2225.0
bays29,29,QLSA softmax,2172.0
ulysses22,19,QLSA softmax,7414.0
berlin52,28,QLSA softmax,7989.0
eil76,26,QLSA softmax,687.0
bays29,25,QLSA epsilon_greedy,2206.0
eil51,28,SA,464.0
gr21,27,SA,3015.0
gr48,25,QLSA softmax,5246.0
gr48,28,QLSA epsilon_greedy,5397.0
burma14,28,QLSA softmax,3390.0
gr24,27,SA,1493.0
fri26,26,QLSA softmax,1008.0
eil51,23,QLSA epsilon_greedy,456.0
bayg29,19,SA,1737.0
swiss42,26,SA,1313.0
gr17,26,QLSA softmax,2184.0
dantzig42,24,QLSA epsilon_greedy,776.0
bays29,19,SA,2067.0
